8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
10,sarahaluna@email.com,3227,3227
10,sarahaluna@email.com,3227,3227
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
3,sarahaluna@email.com,3227,3227
3,sarahaluna@email.com,3227,3227
3,sarahaluna@email.com,3227,3227
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
3,sarahaluna@email.com,3227,3227
4,barataaluna@email.com,7865,7865
5,caraaluna@email.com,6524,6524
6,gilbertogilaluno@email.com,7056,7056
7,snrnivea@email.com,8654,8654
8,tiarose@email.com,1102,1102
9,niltondboa@email.com,6203,6203
